bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_mic,ampicillin_int,amoxicillin/clavulanic_acid_mic,amoxicillin/clavulanic_acid_int,ceftaroline_mic,ceftaroline_int,cefalexin_mic,cefalexin_int,cefalotin_mic,cefalotin_int,cefpodoxime_mic,cefpodoxime_int,cefotaxime_mic,cefotaxime_int,cefovecin_mic,cefovecin_int,ceftiofur_mic,ceftiofur_int,ceftazidime/avibactam_mic,ceftazidime/avibactam_int,imepenem_mic,imepenem_int,amikacin_mic,amikacin_int,gentamicin_mic,gentamicin_int,neomycin_mic,neomycin_int,nalidixic_acid_mic,nalidixic_acid_int,enrofloxacin_mic,enrofloxacin_int,marbofloxacin_mic,marbofloxacin_int,pradofloxacin_mic,pradofloxacin_int,doxycycline_mic,doxycycline_int,tetracycline_mic,tetracycline_int,nitrofurantoin_mic,nitrofurantoin_int,chloramphenicol_mic,chloramphenicol_int,trimethoprim/sulfamethazole_mic,trimethoprim/sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index
escherichia_coli,ec_oafgr3c14,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,14,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,≥16,r,≥16,r,32,s,4,s,<=20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafgr3c15,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,15,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafgr3c16,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,16,neg,≥32,r,4,s,,s,≤4,s,≤2,s,≤0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.0455
escherichia_coli,ec_oldwr3c1,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,1,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,0,22,0
escherichia_coli,ec_oldwr3c2,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,2,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,0,22,0
escherichia_coli,ec_oldwr3c4,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,4,neg,8,s,4,s,,s,16,s,4,s,≤0.25,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,ec_oldwr3c7,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,7,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,ec_oldwr3c17,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,17,neg,8,s,4,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,saloldwr2c2,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,2,2,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,≥16,r,32,s,4,s,≤20,s,1,22,0.0455
escherichia_coli,saloldwr2c3,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,2,3,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,≥16,r,32,s,4,s,≤20,s,1,22,0.0455
salmonella_group,saloldwr3c1,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,1,,≤2,r,≤2,s,,s,32,r,≤2,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,4,22,0.1818
salmonella_group,saloldwr3c7,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,3,7,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,ec_olrwr1c2,region_viii_eastern_visayas,ormoc,larrazabal,river_water,1,2,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_olrwr1c4,region_viii_eastern_visayas,ormoc,larrazabal,river_water,1,4,neg,16,*r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,32,s,≤2,s,≤20,s,3,22,0.1364
escherichia_coli,ec_olrwr2c6,region_viii_eastern_visayas,ormoc,larrazabal,river_water,2,6,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_olrwr2c7,region_viii_eastern_visayas,ormoc,larrazabal,river_water,2,7,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,1,22,0.0455
escherichia_coli,ec_olrwr3c3,region_viii_eastern_visayas,ormoc,larrazabal,river_water,3,3,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,,22,0
salmonella_group,salolrwr1c2,region_viii_eastern_visayas,ormoc,larrazabal,river_water,1,2,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,2,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,salolrwr2c1,region_viii_eastern_visayas,ormoc,larrazabal,river_water,2,1,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,≥16,r,32,s,4,s,≤20,s,1,22,0.0455
escherichia_coli,salolrwr2c2,region_viii_eastern_visayas,ormoc,larrazabal,river_water,2,2,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,4,s,≥16,r,32,s,4,s,≤20,s,1,22,0.0455
escherichia_coli,ec_olfbr1c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,1,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr1c2,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,2,neg,≥32,r,4,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,0.5,s,≤0.5,s,0.25,s,4,s,≥16,r,≤16,s,≥64,r,≤20,s,3,22,0.1364
escherichia_coli,ec_olfbr1c4,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,4,neg,≤2,s,≤2,s,,s,16,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,8,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr1c6,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,6,neg,≥32,r,4,s,,s,16,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,1,22,0.0455
escherichia_coli,ec_olfbr1c9,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,9,neg,≥32,r,4,s,,s,8,s,16,i,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,1,s,1,i,≥16,r,≥16,r,≤16,s,≥64,r,≤20,s,4,22,0.1818
escherichia_coli,ec_olfbr1c12,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,12,neg,≥32,r,4,s,,s,8,s,16,i,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,≤16,s,≥64,r,≤20,s,4,22,0.1818
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfbr1c14,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfbr1c15,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,1,15,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr2c6,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,6,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,≤2,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr2c9,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,9,neg,4,s,≤2,s,,s,16,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,≤2,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr2c12,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,12,neg,≤2,s,≤2,s,,s,≤4,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr2c15,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,15,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfbr3c6,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,6,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≥64,i,≤2,s,≤20,s,1,22,0.0455
escherichia_coli,ec_olfbr3c9,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,9,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≤0.5,s,≤1,s,≤16,s,≤2,s,≤20,s,0,22,0
escherichia_coli,ec_olfbr3c10,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,10,neg,≥32,r,4,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,0.25,s,≥16,r,≥16,r,64,i,≤2,s,≥320,r,4,22,0.1818
escherichia_coli,ec_olfbr3c11,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,11,neg,4,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,0,22,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfbr3c13,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,13,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,1,22,0.0455
escherichia_coli,ec_olfbr3c14,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,14,neg,4,s,≤2,s,,,,,4,s,≤0.25,s,,,,,,,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,,,≤0.5,s,≤0.12,s,,,≤1,s,≤16,s,4,s,≤20,s,0,15,0
escherichia_coli,ec_olfbr3c15,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,15,neg,≤2,s,≤2,s,,,,,4,s,≤0.25,s,,s,≤0.5,s,,,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,,,≤0.5,s,≤0.12,s,,,≤1,s,≤16,s,4,s,≤20,s,0,17,0
pseudomonas_aeruginosa,salolfbr2c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,1,,,,,,,,,,,,,,,r,≥8,r,≥8,r,,,2,s,≤2,s,2,s,,,,,0.5,s,≤0.5,s,,,,,,,,,,,,,3,8,0.375
salmonella_group,salolfbr3c5,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,3,5,,≤2,s,≤2,s,,s,≤4,r,≤2,r,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,r,≤1,r,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,8,i,≤1,s,≤16,s,≤2,s,≤20,s,4,22,0.1818
escherichia_coli,sgolfbr2c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,1,neg,≥32,r,4,s,,s,8,s,8,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,≤16,s,≤2,s,≥320,r,4,22,0.1818
escherichia_coli,sgolfbr2c2,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,2,neg,≤2,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,64,i,4,s,≤20,s,2,22,0.0909
escherichia_coli,sgolfbr2c5,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,5,neg,4,r,≤2,s,,s,≥64,r,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,≥16,r,≥16,r,64,i,4,s,≤20,s,4,22,0.1818
enterobacter_cloacae_complex,vcolfbr2c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_banak,2,1,neg,,,>=32,r,,,>=64,r,>=65,r,2,s,,,4,i,2,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.25,s,<=0.5,s,<=0.25,s,4,s,2,s,32,s,16,i,≤20,s,3,19,0.1579
escherichia_coli,ec_olfgr1c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,1,1,neg,8,s,≤2,s,,s,8,s,4,s,≤0.25,s,,s,2,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,16,i,≤20,s,0,22,0
escherichia_coli,ec_olfgr1c2,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,1,2,neg,≥32,r,4,s,,s,8,s,4,s,≤0.25,s,,s,≤0.5,s,≤1,s,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,8,i,≥16,r,≤16,s,≤2,s,≤20,s,2,22,0.0909
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr1c8,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,1,8,neg,≥32,r,≤2,s,,s,≤4,s,≤2,s,≤0.25,s,,s,1,s,,,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,≤0.12,s,≤0.5,s,≤0.12,s,,,≤1,s,32,s,4,s,≤20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr1c10,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,1,10,neg,8,*r,4,s,,s,,,4,s,≤0.25,s,,,,,,,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,,,≤0.5,s,≤0.12,s,,,≤1,s,≤16,s,8,s,≤20,s,1,16,0.0625
escherichia_coli,ec_olfgr1c14,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,1,14,neg,8,s,4,s,,,,,4,s,≤0.25,s,,s,,,,,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,,,≤0.5,s,≤0.12,s,,,≤1,s,≤16,s,8,s,≤20,s,0,16,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr2c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,1,pos,≥32,r,4,s,,r,≥64,r,≥64,r,≥8,r,,,≥8,r,≥8,r,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,,,≤0.5,s,0.25,s,,,≤1,s,32,s,≤2,s,≥320,r,8,19,0.4211
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr2c4,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfgr2c9,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfgr2c11,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr2c13,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfgr2c15,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfgr3c1,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,3,1,neg,≤2*,*r,≤2,s,,s,≥64,r,4,s,≤0.25,s,,s,≤0.5,s,4,i,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,4,s,≤20,s,2,22,0.0909
escherichia_coli,ec_olfgr3c6,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
escherichia_coli,ec_olfgr3c7,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klebsiella_pneumoniae_ssp_pneumoniae,ec_olfgr3c8,region_viii_eastern_visayas,ormoc,larrazabal,fish_gusaw,3,8,neg,≥32,r,≤2,s,,s,≥64,r,4,s,≤0.25,s,,s,1,s,≥8,r,,s,≤0.25,s,≤2,s,≤1,s,≤2,s,,,1,i,≤0.5,s,≤0.12,s,1,s,≤1,s,≤16,s,≤2,s,≤20,s,3,22,0.1364
pseudomonas_aeruginosa,saloaewur2c2,region_viii_eastern_visayas,ormoc,od_hospital,effluent_water_untreated,2,2,,,,,,,,,,,,,,,r,≥8,r,≥8,r,,,2,s,≤2,s,≤1,s,,,,,1,i,≤0.5,s,,,,,,,,,,,,,3,8,0.38
klebsiella_pneumoniae_ssp_pneumoniae,ec_mddwr1c1,barmm,marawi_city,dayawan,drinking_water,1,1,neg,>=32,r,<=2,s,,s,>=4,s,>=2,s,<=0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,1,22,0.05
klebsiella_pneumoniae_ssp_pneumoniae,ec_mddwr1c2,barmm,marawi_city,dayawan,drinking_water,1,2,neg,16,*r,4,s,,s,<=4,s,<=2,s,<=0.25,s,,s,1,s,<=1,s,,s,,s,<=2,s,<=1,s,<=2,s,,,<=2,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_mddwr2c3,barmm,marawi_city,dayawan,drinking_water,2,3,neg,16,*r,<=2,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,32,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,sal_mddwr2c1,barmm,marawi_city,dayawan,drinking_water,2,1,neg,>=32,r,4,s,,,>=64,r,>=64,r,>=8,r,,,>=8,r,>=8,r,,,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=2,i,<=0.5,s,<=0.12,s,>=16,r,>=16,r,128,r,8,s,8,s,9,19,0.4737
escherichia_coli,sal_mddwr2c2,barmm,marawi_city,dayawan,drinking_water,2,2,neg,<=2,s,<=2,s,,s,8,s,8,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,2,s,<=1,s,<=1,i,4,s,<=20,s,0,22,0
enterobacter_cloacae_complex,ec_mdlwr1c1,barmm,marawi_city,dayawan,lake_water,1,1,,,,<=2,s,,,>=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,<=0.5,s,<=1,s,<=16,s,<=2,s,<=20,s,0,19,0
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdlwr1c6,barmm,marawi_city,dayawan,lake_water,1,6,neg,16,*r,8,s,,s,>=4,s,<=2,s,<=0.25,s,,s,1,s,<=1,s,,s,<=0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,4,s,<=20,s,1,22,0.0455
enterobacter_cloacae_complex,ec_mdlwr1c12,barmm,marawi_city,dayawan,lake_water,1,12,,,,<=32,r,,,>=64,r,>=64,r,2,s,,,>=8,r,2,s,,s,1,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,4,s,2,s,64,i,8,s,<=20,s,4,19,0.2105
enterobacter_cloacae_complex,ec_mdlwr2c4,barmm,marawi_city,dayawan,lake_water,2,4,,,,<=2,*r,,,>=64,r,32,r,<=0.25,s,,s,<=0.5,s,<=1,s,,s,0.5,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,64,i,<=2,s,<=20,s,3,20,0.15
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdlwr2c8,barmm,marawi_city,dayawan,lake_water,2,8,neg,>=32,r,8,s,,s,<=4,s,<=2,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdlwr2c9,barmm,marawi_city,dayawan,lake_water,2,9,neg,>=32,r,8,s,,s,<=4,s,<=2,s,<=0.25,s,,s,1,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,1,22,0.0455
enterobacter_cloacae_complex,ec_mdlwr2c12,barmm,marawi_city,dayawan,lake_water,2,12,,,,>=32,r,,,>=64,r,>=64,r,0.5,s,,s,2,s,<=1,s,,s,1,s,<=2,s,<=1,s,trm,,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,<=2,s,<=20,s,3,19,0.1579
escherichia_coli,ec_mdftr1c2,barmm,marawi_city,dayawan,fish_tilapia,1,2,neg,>=32,r,<=2,s,,s,8,s,4,s,<=0.25,s,,s,<=0.5,s,<=1,s,,s,<=0.25,s,<=2,s,<=1,s,<=2,s,,,<=0.12,s,<=0.5,s,<=0.12,s,1,s,<=1,s,<=16,s,4,s,<=20,s,1,22,0.0455
